Site,Date,Plot,Species,% Cover,Notes,Block,Shelter,Plot_number,Population,Treatment,Scientific_Name,Native_Status,Growth_Habit,Growth_2,Perenniality,Rating,Rating_2,Source
OTL,4/15/25,D4,CLAPUR,1,1,4,D,4,MCL,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D4,PLAERE,1,7,4,D,4,MCL,Control,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D4,EPI-1,1,1,4,D,4,MCL,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D4,MICCAL,1,6,4,D,4,MCL,Control,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D4,EROBOT,2,4,4,D,4,MCL,Control,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D4,UNK-2,1,"10, 8:58AM",4,D,4,MCL,Control,Erigeron bonariensis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C7,BRODIA,9,15,3,C,7,WWP,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C7,BROMAD,2,9,3,C,7,WWP,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,C7,BROARE,3,9,3,C,7,WWP,Drought,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C7,BROHOR,1,5,3,C,7,WWP,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C7,EROCIC,5,5,3,C,7,WWP,Drought,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C7,AMSMEN,1,10,3,C,7,WWP,Drought,Amsinckia menziesii,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C7,EPI-1,1,1,3,C,7,WWP,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C7,PHATAN,2,6,3,C,7,WWP,Drought,Phacelia tanacetifolia,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C7,GALPAR,1,1,3,C,7,WWP,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C7,LACSER,1,1,3,C,7,WWP,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C7,SALCOL,1,2,3,C,7,WWP,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C7,ESCCAL,1,8,3,C,7,WWP,Drought,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,C8,Bare,11,NA,3,C,8,ANGELO,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C8,Litter,1,NA,3,C,8,ANGELO,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C8,AVEBAR,10,4,3,C,8,ANGELO,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C8,BRODIA,4,3,3,C,8,ANGELO,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C8,BROHOR,3,3,3,C,8,ANGELO,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C8,MADGRA,5,1,3,C,8,ANGELO,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C8,HYPGLA,5,2,3,C,8,ANGELO,Drought,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C8,LACSER,1,1,3,C,8,ANGELO,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C8,GALPAR,1,5,3,C,8,ANGELO,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C8,CLAPUR,1,2,3,C,8,ANGELO,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C8,ESCCAL,9,1,3,C,8,ANGELO,Drought,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,C8,DAUPUS,1,1,3,C,8,ANGELO,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C8,EPI-1,1,1,3,C,8,ANGELO,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D1,Bare,1,NA,4,D,1,ANGELO,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D1,Litter,0,NA,4,D,1,ANGELO,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D1,AVEBAR,12,4,4,D,1,ANGELO,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D1,BRODIA,25,2,4,D,1,ANGELO,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D1,BROHOR,2,2,4,D,1,ANGELO,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D1,ESCCAL,12,4,4,D,1,ANGELO,Control,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,D1,PLANOT,5,5,4,D,1,ANGELO,Control,Plagiobothrys nothofulvus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D1,EPI-1,1,1,4,D,1,ANGELO,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D1,GALPAR,5,5,4,D,1,ANGELO,Control,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D1,DAUPUS,2,1,4,D,1,ANGELO,Control,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D1,CLAPUR,1,2,4,D,1,ANGELO,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D1,MADGRA,2,1,4,D,1,ANGELO,Control,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D1,HYPGLA,1,2,4,D,1,ANGELO,Control,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D1,AIRCAR,1,2,4,D,1,ANGELO,Control,Aira caryophyllea,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D2,Bare,3,NA,4,D,2,BORR,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D2,Litter,0,NA,4,D,2,BORR,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D2,AVEBAR,5,4,4,D,2,BORR,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D2,BRODIA,10,2,4,D,2,BORR,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D8,Bare,20,NA,4,D,8,SEDG,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D8,Litter,3,NA,4,D,8,SEDG,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D8,AVEBAR,2,5,4,D,8,SEDG,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D8,AVEFAT,2,5,4,D,8,SEDG,Control,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D8,BRODIA,3,5,4,D,8,SEDG,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D8,BROHOR,4,5,4,D,8,SEDG,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D8,BROMAD,0,NA,4,D,8,SEDG,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,D8,STIPUL,10,4,4,D,8,SEDG,Control,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/15/25,D8,ESCCAL,1,1,4,D,8,SEDG,Control,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,D8,CORFIL,25,1,4,D,8,SEDG,Control,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,D8,EPI-1,1,1,4,D,8,SEDG,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D8,CENMEL,1,1,4,D,8,SEDG,Control,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D8,MICCAL,1,6,4,D,8,SEDG,Control,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A1,Bare,12,NA,1,A,1,ANGELO,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A1,Litter,8,NA,1,A,1,ANGELO,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A1,AVEBAR,20,4,1,A,1,ANGELO,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A1,BRODIA,8,2,1,A,1,ANGELO,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A1,BROHOR,5,4,1,A,1,ANGELO,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A1,CLAPUR,1,6,1,A,1,ANGELO,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A1,PLATNOT,1,6,1,A,1,ANGELO,Drought,Plagiobothrys nothofulvus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A1,MADGRA,10,1,1,A,1,ANGELO,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A1,EPI-1,1,1,1,A,1,ANGELO,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A1,HYPGLA,7,4,1,A,1,ANGELO,Drought,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A1,ESCCAL,1,1,1,A,1,ANGELO,Drought,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,A1,GALPAR,2,4,1,A,1,ANGELO,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A1,DAUPUS,1,1,1,A,1,ANGELO,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A1,ELYCAP,1,2,1,A,1,ANGELO,Drought,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,A1,LACSER,1,1,1,A,1,ANGELO,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A2,Bare,20,NA,1,A,2,WWP,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A2,Litter,15,NA,1,A,2,WWP,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A2,AVEBAR,7,5,1,A,2,WWP,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A2,BRODIA,2,5,1,A,2,WWP,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A2,BROMAD,3,9,1,A,2,WWP,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,A2,BROARE,7,10,1,A,2,WWP,Drought,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A2,EROCIC,10,5,1,A,2,WWP,Drought,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A2,SALCOL,1,8,1,A,2,WWP,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A2,EPI-1,1,1,1,A,2,WWP,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A2,PHATAN,1,9,1,A,2,WWP,Drought,Phacelia tanacetifolia,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A2,BROHOR,1,5,1,A,2,WWP,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A2,LACSER,1,1,1,A,2,WWP,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A2,AMSMEN,1,10,1,A,2,WWP,Drought,Amsinckia menziesii,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A2,MADGRA,2,1,1,A,2,WWP,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A2,HYPGLA,1,5,1,A,2,WWP,Drought,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D5,Bare,6,NA,4,D,5,WWP,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D5,Litter,2,NA,4,D,5,WWP,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D5,AVEBAR,4,4,4,D,5,WWP,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D5,BROMAD,3,6,4,D,5,WWP,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,D5,BRODIA,8,5,4,D,5,WWP,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D5,BROARE,5,8,4,D,5,WWP,Control,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D5,EROCIC,10,5,4,D,5,WWP,Control,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D5,LUPMIC,15,6,4,D,5,WWP,Control,Lupinus microcarpus,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,D5,AMSMEN,1,6,4,D,5,WWP,Control,Amsinckia menziesii,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D5,ESCCAL,3,1,4,D,5,WWP,Control,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,D5,EPI-1,1,1,4,D,5,WWP,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D5,BROHOR,1,2,4,D,5,WWP,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D5,UNK-2,1,1,4,D,5,WWP,Control,Erigeron bonariensis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D5,PHATAN,1,8,4,D,5,WWP,Control,Phacelia tanacetifolia,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D5,LUPSUC,1,"1, arrested fls",4,D,5,WWP,Control,Lupinus succulentus,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,D5,SALCOL,1,5,4,D,5,WWP,Control,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D6,Bare,10,NA,4,D,6,BORR,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D6,Litter,2,NA,4,D,6,BORR,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D6,AVEBAR,10,NA,4,D,6,BORR,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D6,BRODIA,3,3,4,D,6,BORR,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D6,BROHOR,4,4,4,D,6,BORR,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D6,VISCAT,15,1,4,D,6,BORR,Control,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D6,CLAPUR,2,4,4,D,6,BORR,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D6,TRIHIR,1,1,4,D,6,BORR,Control,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D6,GERDIS,1,6,4,D,6,BORR,Control,Geranium dissectum,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D6,EROBOT,2,5,4,D,6,BORR,Control,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D6,EPI-1,1,1,4,D,6,BORR,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D6,UNK-2,1,1,4,D,6,BORR,Control,Erigeron bonariensis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D6,DAUPUS,1,1,4,D,6,BORR,Control,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D6,TORARV,3,1,4,D,6,BORR,Control,Torilis arvensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D6,MADGRA,1,1,4,D,6,BORR,Control,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D7,Bare,8,NA,4,D,7,SEDG,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D7,Litter,2,NA,4,D,7,SEDG,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D7,AVEFAT,4,5,4,D,7,SEDG,Control,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D7,AVEBAR,5,5,4,D,7,SEDG,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D7,BROHOR,2,5,4,D,7,SEDG,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D7,BRODIA,25,6,4,D,7,SEDG,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D7,BROMAD,1,5,4,D,7,SEDG,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,D7,CORFIL,6,1,4,D,7,SEDG,Control,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,D7,STIPUL,4,4,4,D,7,SEDG,Control,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/15/25,D7,CENMEL,2,1,4,D,7,SEDG,Control,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D7,LACSER,1,1,4,D,7,SEDG,Control,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D7,EPI-1,1,1,4,D,7,SEDG,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D7,ESCCAL,2,1,4,D,7,SEDG,Control,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,D7,EROCIC,1,5,4,D,7,SEDG,Control,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D7,MICCAL,1,7,4,D,7,SEDG,Control,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A6,BRODIA,25,8,1,A,6,SEDG,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A6,CENMEL,1,2,1,A,6,SEDG,Drought,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A6,CORFIL,10,1,1,A,6,SEDG,Drought,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,A6,EPI-1,1,1,1,A,6,SEDG,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A6,STIPUL,4,5,1,A,6,SEDG,Drought,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/15/25,A6,MICCAL,1,9,1,A,6,SEDG,Drought,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A7,Bare,6,NA,1,A,7,SEDG,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A7,Litter,25,NA,1,A,7,SEDG,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A7,Bindweed,1,NA,1,A,7,SEDG,Drought,Convolvulus arvensis,Non-native,Forb,Forb,Perennial,Non-native,Non-native,CalFlora
OTL,4/15/25,A7,AVEFAT,1,10,1,A,7,SEDG,Drought,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A7,BRODIA,30,7,1,A,7,SEDG,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A7,BROHOR,1,5,1,A,7,SEDG,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A7,BROMAD,1,8,1,A,7,SEDG,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,A7,STIPUL,4,4,1,A,7,SEDG,Drought,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/15/25,A7,CORFIL,15,1,1,A,7,SEDG,Drought,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,A7,CENMEL,2,2,1,A,7,SEDG,Drought,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A7,EPI-1,1,1,1,A,7,SEDG,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A8,Bare,13,NA,1,A,8,MCL,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A8,Litter,5,NA,1,A,8,MCL,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A8,AVEBAR,8,5,1,A,8,MCL,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A8,BROHOR,4,5,1,A,8,MCL,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A8,BROMAD,2,5,1,A,8,MCL,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,A8,BRODIA,5,5,1,A,8,MCL,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A8,MICCAL,1,7,1,A,8,MCL,Drought,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A8,TRIHIR,1,5,1,A,8,MCL,Drought,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A8,LUPBIC,4,6,1,A,8,MCL,Drought,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,A8,CLAPUR,1,2,1,A,8,MCL,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A8,HOLVIR,4,1,1,A,8,MCL,Drought,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A8,EPI-1,1,1,1,A,8,MCL,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A8,PLAERE,1,9,1,A,8,MCL,Drought,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A8,EROBOT,3,5,1,A,8,MCL,Drought,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A8,ELYCAP,12,2,1,A,8,MCL,Drought,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,A8,LACSER,1,1,1,A,8,MCL,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A8,HYPGLA,2,1,1,A,8,MCL,Drought,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H1,Bare,20,NA,3,H,1,SEDG,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H1,Litter,8,NA,3,H,1,SEDG,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H1,AVEBAR,1,5,3,H,1,SEDG,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H1,BRODIA,10,5,3,H,1,SEDG,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H1,BROHOR,2,5,3,H,1,SEDG,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H1,BROMAD,4,8,3,H,1,SEDG,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,H1,MICCAL,2,7,3,H,1,SEDG,Control,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H1,CORFIL,6,1,3,H,1,SEDG,Control,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,H1,CENMEL,1,1,3,H,1,SEDG,Control,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A3,Bare,30,NA,1,A,3,BORR,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A3,Litter,5,NA,1,A,3,BORR,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
